tradeday,closeprice,openprice,highprice,lowprice,tradevol,chgpcnt
2006/6/21,587.5,572,585,572,0.06K,1.84%
2006/6/20,576.9,571,571,568,0.00K,1.42%
2006/6/19,568.8,568.8,568.8,568.8,0.01K,-1.59%
2006/6/16,578,574,574.7,572,0.00K,2.03%
2006/6/15,566.5,557.3,577,557.3,0.14K,0.75%
2006/6/14,562.3,555,571,555,0.24K,-0.04%
2006/6/13,562.5,605.6,605.6,568,0.21K,-7.30%
2006/6/12,606.8,606,610,606,0.02K,-0.23%
2006/6/9,608.2,610,615.8,606.9,0.07K,-0.15%
2006/6/8,609.1,627.6,627.6,608.5,0.53K,-2.92%
2006/6/7,627.4,629.2,629.8,617.5,0.79K,-0.32%
2006/6/6,629.4,643.4,643.4,625,0.36K,-2.15%
2006/6/5,643.2,635.5,645,635.5,0.61K,1.21%
2006/6/2,635.5,628,637.5,622.6,1.15K,1.26%
2006/6/1,627.6,642.8,645.1,620,1.68K,-2.32%
2006/5/31,642.5,651,658.5,638,5.03K,-1.74%
2006/5/30,653.9,650.7,664.5,648.2,51.46K,0.46%
2006/5/26,650.9,650.9,650.9,650.9,-,0.39%
2006/5/25,648.4,648.4,648.4,648.4,-,1.79%
2006/5/24,637,637,637,637,-,-5.35%
2006/5/23,673,673,673,673,-,2.44%
2006/5/22,657,657,657,657,-,0.05%
2006/5/19,656.7,656.7,656.7,656.7,-,-3.37%
2006/5/18,679.6,679.6,679.6,679.6,-,-1.58%
2006/5/17,690.5,690.5,690.5,690.5,-,-0.14%
2006/5/16,691.5,691.5,691.5,691.5,-,1.16%
2006/5/15,683.6,683.6,683.6,683.6,-,-3.76%
2006/5/12,710.3,714,714,706,0.03K,-1.32%
2006/5/11,719.8,723,723,723,0.01K,2.29%
2006/5/10,703.7,695.5,695.5,695.5,0.00K,0.61%
2006/5/9,699.4,679,679,679,0.01K,3.19%
2006/5/8,677.8,679,679,679,0.00K,-0.64%
2006/5/5,682.2,682.2,682.2,682.2,-,1.19%
2006/5/4,674.2,674.2,674.2,674.2,0.00K,1.25%
2006/5/3,665.9,669.2,669.2,669.2,0.00K,0.18%
2006/5/2,664.7,666,666,666,0.00K,1.10%
2006/5/1,657.5,658,658,658,0.01K,0.87%
2006/4/28,651.8,651.8,651.8,651.8,-,2.92%
2006/4/27,633.3,636.5,636.5,636.5,0.01K,-0.86%
2006/4/26,638.8,635,639.5,635,0.08K,1.24%
2006/4/25,631,620.6,632,620.6,0.11K,1.68%
2006/4/24,620.6,634,634,620,0.29K,-1.83%
2006/4/21,632.2,615,635,611.2,0.22K,2.00%
2006/4/20,619.8,640,642,611,0.54K,-2.02%
2006/4/19,632.6,620.5,632,620.5,0.10K,2.03%
2006/4/18,620,614.6,620.5,614.6,0.50K,0.75%
2006/4/17,615.4,605,616.5,605,1.13K,3.17%
2006/4/13,596.5,596.5,597.5,592,0.11K,-0.17%
2006/4/12,597.5,597.3,600,597.3,0.04K,0.39%
2006/4/11,595.2,602,604,595,0.70K,-0.40%
2006/4/10,597.6,589,599,589,0.32K,1.56%
2006/4/7,588.4,595.5,598.3,585.5,0.45K,-1.14%
2006/4/6,595.2,588,595.6,588,0.86K,1.24%
2006/4/5,587.9,587,590.8,582.6,0.74K,0.32%
2006/4/4,586,588,590.5,585.5,1.29K,-0.58%
2006/4/3,589.4,582,592,582,0.73K,1.31%
2006/3/31,581.8,586.8,589.6,579,2.85K,-0.84%
2006/3/30,586.7,572.6,587.4,571.3,25.21K,2.39%
2006/3/29,573,573,573,573,0.00K,1.13%
2006/3/28,566.6,566.6,566.6,566.6,-,-0.07%
2006/3/27,567,567,567,567,-,1.25%
2006/3/24,560,560,560,560,-,1.80%
2006/3/23,550.1,550.1,550.1,550.1,0.55K,-0.15%
2006/3/22,550.9,550.9,550.9,550.9,0.30K,-0.27%
2006/3/21,552.4,552.4,552.4,552.4,-,-0.50%
2006/3/20,555.2,555.2,555.2,555.2,-,0.20%
2006/3/17,554.1,554.1,554.1,554.1,-,-0.05%
2006/3/16,554.4,554.4,554.4,554.4,-,0.24%
2006/3/15,553.1,553.1,553.1,553.1,-,0.25%
2006/3/14,551.7,551.7,551.7,551.7,-,1.03%
2006/3/13,546.1,541,542.5,541,0.00K,1.15%
2006/3/10,539.9,539.9,539.9,539.9,0.00K,-1.03%
2006/3/9,545.5,545,545.2,544.3,0.03K,0.55%
2006/3/8,542.5,540,540,540,-,-1.85%
2006/3/7,552.7,554.5,554.5,554,0.00K,-0.40%
2006/3/6,554.9,554.9,554.9,554.9,-,-1.96%
2006/3/3,566,569.8,569.8,568.7,0.00K,-0.39%
2006/3/2,568.2,568.2,568.2,568.2,-,0.83%
2006/3/1,563.5,562.5,564.5,562.5,0.00K,0.34%
2006/2/28,561.6,553.1,558,553.1,0.05K,1.24%
2006/2/27,554.7,556.1,556.1,552.5,0.02K,-0.73%
2006/2/24,558.8,547.5,560,547.5,0.15K,1.90%
2006/2/23,548.4,554.5,555.5,548.5,0.17K,-0.99%
2006/2/22,553.9,552.6,554.8,551,0.25K,0.00%
2006/2/21,553.9,550.5,556.5,550.5,0.09K,0.38%
2006/2/17,551.8,548,552.5,546,0.06K,1.06%
2006/2/16,546,539,546,537.2,0.10K,1.17%
2006/2/15,539.7,544.9,545,538,0.15K,-1.14%
2006/2/14,545.9,538,546,535.5,0.14K,1.28%
2006/2/13,539,548.5,549.5,540,0.65K,-2.04%
2006/2/10,550.2,561.9,561.9,548,0.22K,-2.53%
2006/2/9,564.5,549.9,565,549.9,0.23K,2.62%
2006/2/8,550.1,551,553.3,545.5,0.76K,-0.16%
2006/2/7,551,569.5,571,550.6,1.28K,-3.37%
2006/2/6,570.2,568.4,574,567.5,0.65K,0.49%
2006/2/3,567.4,571.5,574.2,565,0.69K,-0.89%
2006/2/2,572.5,569.8,575.3,568,0.89K,0.54%
2006/2/1,569.4,571.6,571.6,563,3.77K,-0.25%
2006/1/31,570.8,566.5,572.7,565,6.75K,0.88%
2006/1/30,565.8,559.2,566,557.6,35.18K,1.27%
2006/1/27,558.7,558.7,558.7,558.7,-,-0.18%
2006/1/26,559.7,559.7,559.7,559.7,-,-0.44%
2006/1/25,562.2,562.2,562.2,562.2,-,0.81%
2006/1/24,557.7,555,555,555,0.00K,-0.11%
2006/1/23,558.3,555,555,555,0.00K,0.87%
2006/1/20,553.5,553.5,553.5,553.5,-,-0.88%
2006/1/19,558.4,552,552,551,0.02K,2.70%
2006/1/18,543.7,543.7,543.7,543.7,0.05K,-1.75%
2006/1/17,553.4,553.4,553.4,553.4,-,-0.49%
2006/1/13,556.1,556.1,556.1,556.1,-,1.42%
2006/1/12,548.3,548.3,548.3,548.3,-,-0.09%
2006/1/11,548.8,548.8,548.8,548.8,-,0.83%
2006/1/10,544.3,544.3,544.3,544.3,0.00K,-0.87%
2006/1/9,549.1,549.1,549.1,549.1,-,1.74%
2006/1/6,539.7,539.7,539.7,539.7,-,2.55%
2006/1/5,526.3,529,529,526,0.01K,-1.42%
2006/1/4,533.9,533.6,533.6,533.5,0.01K,0.60%
2006/1/3,530.7,518.6,528.5,518.6,0.01K,2.33%
2006/1/2,518.6,518.6,518.6,518.6,-,0.29%
